Site,Document title,Body,Location
https://timesofmalta.com/,Maltese volunteer in Poland: 'It is our moral obligation' to help Ukrainians,"A Maltese woman who travelled to Poland to help Ukrainian refugees has recounted stories of broken lives and the tireless work of brave volunteers, as she appealed for funds for a foundation that supports a temporary home for displaced mothers and children.Money is what is needed right now to keep providing shelter for Ukrainians and support those who remained in the war-torn country, where food and medical supplies are running low, said Pia Vassallo.“With €10, a family can be fed; €20 would pay for their transport; €100 evacuates a family from Lviv; €500 provides medicines and other essentials for a small community in Ukraine; and €1,500 pays for a bus shuttle to evacuate over 50 people,” she said.Vassallo spent her time in Lublin driving hundreds of kilometres to load and unload supplies and transport refugees to their next destination “on the journey they never thought they would have to take”.Displaced persons she encountered and supported during the “demanding yet fulfilling” experience were put up in a shelter of the Zmieniamy Życie Foundation, Liliowa 5.Until some time ago, it was just your standard home address in Lublin, but since the Russian invasion, it has housed some 2,000 refugees before finding them more permanent accommodation.Liliowa 5 was the home of a selfless Polish couple, who moved into a hostel and turned it into a shelter for displaced Ukrainians, Vassallo recounted.Small footnotes in a long journeyAlong the way, Vassallo met Igor, who has been battling skin cancer for the last five years, and, together with his wife, had to leave Kyiv.She was asked to drive him from Lubartow to a meeting point close to the Slovakian border, from where, thanks to the hard work of many, he travelled to a hospital in Salzburg to continue his treatment.“While we were saying our goodbyes to Igor, Russian bombs were falling on Lviv, just 100km away,” Vassallo recounted.She also picked up two best friends and their five children, who left for Poland when their village was destroyed, leaving their husbands behind to fight.But just as they had started to feel safe again and the kids had started school, they were asked to leave their accommodation.They reached out to the Zmieniamy Życie Foundation and Vassallo headed off on a five-hour round trip to collect them and transfer them to the Liliowa 5 home.“This is just one stop – one small footnote – in their long journey,” she said.“They are war victims; they've seen things no one should experience in their lifetime; they have no money; they cannot speak Polish… They have had to leave everything behind and flee destruction and death and yet still want to say thank you for the very little you are doing.”Among her heart-breaking encounters was a 14-year-old boy travelling with his mother and Labrador pup.He explained how they had to flee their home in Kherkov and were waiting to leave the temporary shelter for Estonia. His English was broken but his sorrowful, expressive eyes spoke volumes and have remained impressed in her memory.“This senseless war has destroyed their homes and broken up their communities and families. But it has not broken their spirit.“I have seen confusion and fear in their eyes, but I have also seen determination. The Ukrainians are truly beautiful, resilient people,” Vassallo said, insisting “it is our moral obligation to help them”.Dropping everything to help strangersThe foundation volunteers, whom Vassallo joined, are organising transport for Ukrainian refugees and places to stay abroad even though most want to remain in neighbouring Poland in the hope of returning to Ukraine soon to rebuild their country and lives.Until a short while ago, these volunteers were normal people living their own lives too.Now, they have dropped everything to help strangers, she said, touched by the fact that she has experienced “so much love and generosity amidst so much needless destruction and despair”.Tireless Toni, a young landscape gardener, from Rye, the UK, was there because he is an orphan and wanted to bring comfort to Ukrainian kids fleeing for their lives.“He has been on the border every day, doing 14-hour shifts, with no intention to go back home.”Most of the founders of the Zmieniamy Życie Foundation are Polish living in Malta, or who have ties with the island.They have left everything behind to go to Lublin and were willing to risk their own safety to drive into Ukraine with provisions, including body bags.“They are not crazy adrenalin junkies, but aware of the dangers and worried,” Vassallo said.Back from Poland, she said she felt lucky and grateful, but also helpless as she goes about her daily life.“People keep asking me how it was. I am not sure how to answer…“It was real,” she said about the emotional experience. “The Ukrainians are fighting not just for their lives; they are fighting for their country, their freedom. They are also fighting for our way of life.“I have nothing but respect for their bravery and integrity.”Donations to the foundation can be made here.",
https://timesofmalta.com/,'All heroes' - Trapp hails support as Frankfurt win Europa League,"Goalkeeper Kevin Trapp paid tribute to travelling Eintracht Frankfurt fans for their support after his crucial save in a penalty shoot-out helped the German club beat Rangers to win the Europa League final on Wednesday. Trapp batted away an attempt by Rangers' Aaron Ramsey as Eintracht won the shoot-out 5-4 after the game finished 1-1 following extra time in Seville.“We are all heroes. Without the fans we wouldn't have made it,” an emotional Trapp told RTL+ as thousands of Frankfurt fans celebrated in the stands.Frankfurt fought back as Rafael Borre equalised to cancel out a goal by Rangers forward Joe Aribo early in the second half after a slip by Eintracht defender Tutu.",
https://timesofmalta.com/,Van Bronckhorst backs Ramsey after Rangers penalty heartache,"Rangers manager Giovanni van Bronckhorst defended Aaron Ramsey after the midfielder missed a penalty in their defeat by Eintracht Frankfurt in the Europa League final on Wednesday.Rangers were beaten 5-4 on penalties in Seville after the game had finished 1-1 after normal time.Ramsey came on for the last three minutes of extra time and Van Bronckhorst admitted he introduced the 31-year-old for his experience coping with pressure.But the Welshman's shot was saved by Kevin Trapp, allowing Rafael Borre to score the winning shot and clinch Frankfurt's first European trophy in 42 years.“We prepared the penalties well,” said Van Bronckhorst. “We practised. Some players, they are comfortable taking penalties, and we had a good few that wanted to take one and some players that didn't. We had our list ready. We had to adjust it because of the subs.”",
https://timesofmalta.com/,"Birkirkara, Swieqi United, Raiders Lija through to women's cup semis","Birkirkara, Swieqi United and Raiders Lija secured their semi-finals berth in the Women's Knock-Out competition.The women's domestic cup, returning after an absence of two years, was launched with a trio of Round 1 fixtures which determined the three semi-finalists joining Mtarfa in the final four.Mtarfa, who advanced directly to the semi-finals after being given a bye in the draw, will face Swieqi.Continue reading this article on Sports Desk. ",
https://timesofmalta.com/,Eintracht Frankfurt beat Rangers on penalties to win Europa League,"Eintracht Frankfurt defeated Rangers 5-4 on penalties to win the Europa League on Wednesday after the final in Seville finished 1-1 at the end of extra time.Aaron Ramsey missed for Rangers in the shoot-out after coming on as a substitute with only three minutes left of extra-time, before Rafael Borre struck the winning shot to complete Frankfurt's remarkable triumph.Borre was the hero of the night, after already cancelling out Joe Aribo's opener for Rangers as Frankfurt won their first European trophy since 1980 and booked their place in next season's Champions League.Continue reading this article on Sports Desk. ",
https://timesofmalta.com/,Motorcyclist seriously injured in Sannat crash,"A motorcyclist was seriously injured when he lost control of his motorcycle and fell off in Sannat early on Thursday afternoon.The police said the accident happened at 12.30pm in Triq Ta' Sannat.The victim, a 39-year-old man from Munxar, was given first aid by an ambulance team and taken to Gozo hospital.The police are investigating.  ",
https://timesofmalta.com/,Judge insists on legislation on electronic tagging of people out on bail,"Electronic tagging of persons granted bail pending criminal proceedings would ensure better protection for society, whilst placing less onerous conditions upon the accused who is still presumed innocent, a judge has declared.In a strongly-worded decree upholding the request for bail for Terence Cini, who stands accused of conspiring to import 34 kilograms of cannabis grass, Madam Justice Consuelo Scerri Herrera reiterated her call for legislative changes to introduce such a “remote control” system over persons undergoing criminal proceedings.Cini was arrested alongside Kevin Mifsud late one Saturday evening in February following days of surveillance by the police Drug Squad which placed officers on the trail of a van that was driven to a Zebbug garage shortly after disembarking from Sicily.Two cars driven by the suspects were intercepted by the officers as they emerged from the garage.A search of the van subsequently yielded a bag containing €300,000 in cash, as well as 34 one-kilo packets of cannabis grass, worth some €700,000.Upon arraignment both men pleaded not guilty to a raft of charges.But whereas his co-accused was later granted bail, Cini was still in preventive custody, three months since his arraignment on February 15, observed the judge.A fresh request for bail was objected to by the prosecution although all civilian witnesses had testified and evidence was preserved in the records of the magisterial inquiry.The Attorney General's major concern stemmed from fear that Cini would not abide by bail conditions.Judge Scerri Herrera said that did not mean that the court could not counter that fear in such manner as to strike a balance between justice owed to society and the accused's own interests, pointing out that imprisonment was the exception while personal liberty was the rule.She observed that according to recent pronouncements by the Constitutional Court, for the accused to be kept under preventive arrest there was not only to be a reasonable suspicion of his alleged wrongdoing, but also relevant and sufficient reasons to justify interfering in the person's liberty.In this light, electronic tagging would offer a twofold benefit.Such “telematics monitoring” or remote control of the person granted bail would mean that society is better protected while less onerous bail conditions would be called for.The judge said the court's repeated calls for the legislator to take action in this regard, had so far gone unheeded.Since the State had failed to provide “adequate mechanisms” to monitor the movements of a person out on bail, the court said it placed that responsibility on the police, by ordering them to make repeated and surprise visits to ensure that Cini abided by court orders.The main purpose of bail was to ensure that the accused turned up in court whenever due.The court thus granted bail against a deposit of €20,000, a personal guarantee of €30,000, daily signing of the bail book and other conditions, besides regular monitoring by the police.The judge ordered that a copy of her decree be sent to the Home Affairs and Justice Ministers in the hope of bringing about the necessary legislative intervention.By creating an adequate mechanism, the State would cut down on crimes committed by persons while out on bail, concluded the judge.Lawyers Franco Debono, Alfred Abela and Marion Camilleri are defence counsel.",
https://timesofmalta.com/,Court to inspect proposed restaurant underneath old Valletta university,"A judge presiding over injunction proceedings against allegedly 'illegal' works on a new restaurant beneath the old University Campus in Merchants' Street, Valletta, ordered an onsite visit on Thursday afternoon.That order was issued by Mr Justice Grazio Mercieca at the end of an animated hearing on Thursday morning when lawyers for the university and the individual undertaking works at the new restaurant crossed swords over the controversial project.The university resorted to legal action and obtained a provisional injunction blocking the works, after a judicial protest filed against Charles Foca, the man responsible for the development, proved futile.The university says it had not been consulted in any way and had missed out on the chance to file an objection against the proposed eatery, specialising in Asian and Mediterranean cuisine.  The owner of the premises is the Lands Authority which, as administrator of government property, had informed the Planning Authority that it did not approve the proposed development.In his reply to the injunction application, Foca argued that he was handling the works on behalf of Mark Portelli, who held the premises under title of lease.Lawyer Carlos Bugeja, appearing for the university, said that the permit had been issued in Foca's name.He said the works involved two properties, one of which had obtained a licence which Bugeja claimed was “irregular,” and another which had no permit.Yet the restaurant project was still going ahead, posing a “great hazard” not only to the historic building lying directly above it but also to all the academics, students and staff frequenting the old campus, he said. At the start of the hearing, Foca's lawyer, Timothy Bartolo, declared that there would be no gas cylinders inside the new restaurant since all appliances were electric.But the university's lawyer sought to poke holes in that statement.Reading from documents submitted for planning purposes, Bugeja pointed out that Foca had declared that the restaurant was to make use of fossil fuel, specifically gas.The maximum electricity demand was to be met by means of a single-phase meter which would surely not support a fully electrically operated system.And with a projected annual consumption of 1000 units of electricity, Foca's claim was hardly “credible,” argued Bugeja.The university was also concerned about the lack of proper ventilation in the restaurant below, with carbon monoxide fumes likely to flow from one room to another with no outer-looking window.“One spark is all it would take,” argued Bugeja. Those arguments were promptly described by Foca's lawyer as painting an “apocalyptic” scenario based on “fear” rather than legal grounds to justify the injunction.There must be a right to safeguard and an irremediable prejudice to be suffered if that injunction were to be confirmed, said Bartolo.The university was neither the owner, nor the lessee.Moreover “I can today declare that in this place there will not be one gas cylinder,” insisted Foca's lawyer, supporting his claim with photos filed along with his written reply.He said the restaurant had gone through all the regular stages of planning and works were carried out under the constant supervision of heritage authorities.The university did not object, not even to the commencement notice of works, he observed.But the opponent's lawyer immediately rebutted that the first application had gone through because the university was not duly notified.“The second application, the one we knew about, was withheld because we objected.”Faced with those arguments, the court declared that it would rather hold an onsite visit to the Valletta premises.The case continues.",
https://timesofmalta.com/,Carnival returns this weekend after COVID-19 disruption,"The Malta carnival will be celebrated in reduced format in Malta and Gozo this weekend, having been put off from February because of COVID-19.Although carnival is traditionally held in February throughout the world, it was held in May for several years before 1987 because of the more favourable weather, although it promises to be very warm this Sunday. This year's May carnival will be a one-off, however, and will not replace the traditional February carnival celebrations. Activities this weekend kick-off on Friday at 6pm with competitive dancing at St George's Square Valletta followed by a défilé with King Carnival and a number of installations and grotesque masks. This will be the first time since 2020 that the carnival floats will be paraded. The children's carnival will be held at St George's Square on Saturday morning  with competitive dancing and installations. Events start at 9.30am.The Guggen Muzik Band will parade in Republic Street, Valletta, from 10am.A live rendition of the traditional Qarċilla will be held at 4pm at St John's Street, Valletta (opposite St John's Co-Cathedral). The  Qarċilla is an irreverent and satirical performance of a mock wedding that has traditionally formed part of Carnival revelry.Meanwhile, a programme featuring competitive dancing at St George's Square Valletta followed by a défilé with King Carnival and other floats will be held from 6pm.On Sunday, the Guggen Muzik Band will parade again in Republic Street, Valletta with the participation of grotesque masks at 1pm. Between 3pm and 7pm there will be dancing at St George's Square Valletta followed by a défilé with King Carnival and other floats.Il-Qarċilla will be repeated at at St John's Street, Valletta at 4pm.Official carnival celebrations will also be held in Victoria, Gozo, and the spontaneous carnival will return at Nadur on Saturday night.      ",
https://timesofmalta.com/,No Monkeypox cases reported in Malta but doctors have been alerted,"Updated 3.35pm to include newly-discovered case in Italy.There are currently no confirmed or suspected cases of monkeypox in Malta, health authorities have confirmed, as cases of the virus spread in Europe.Monkeypox is a rare disease that is usually linked to contact with wild animals in west and central Africa. Cases have been detected in the UK, Spain and Portugal as well as the United States over the past weeks.Italy reported its first case on Thursday, saying it was identified in a young adult who had recently returned from the Canary Islands. He is being treated in isolation and is in a reasonable condition. Two other suspected cases are being investigated.Canada said it is investigating more than a dozen suspected casesA spokesperson for the Health Ministry that no cases have been detected locally and doctors have been alerted to watch out for patients who may be exhibiting symptoms. “There are no confirmed or suspected cases reported in Malta,” the spokesperson said. “The health authorities are monitoring the situation and they have alerted doctors to notify any suspected cases.”Symptoms of monkeypox are similar to but milder than smallpox. Infected people develop flu-like symptoms — fever, body aches, chills, but also swollen lymph nodes.Nine cases of monkeypox have been confirmed in the UK since May 6, 30 suspected cases in Spain and Portugal as well as one confirmed case in the US. Most people who contract the virus tend to recover in a few weeks and it has only been fatal in very rare cases. On Wednesday, the World Health Organisation said that it had been notified that one cluster of the virus in the UK had emerged from the same household, while four additional cases were reported through sexual health services, where a cluster of male gay and bisexual patients presented with a rash as well as symptoms of illness. The source of infection has yet to be confirmed, the WHO added, but evidence suggested that this was may have been acquired locally in the UK. Isolation of the patients, as well as intensive contact tracing, was ongoing, they said. ""We really need to better understand the extent of monkeypox in endemic countries... to really understand how much is circulating and the risk that it poses for people who are living there, as well as the risk of exportation,"" infectious disease epidemiologist Dr. Maria Van Kerkhove said at a WHO press conference on Tuesday.The WHO also reported that on May 7, an individual returned to the UK after travelling to Nigeria and subsequently tested positive for monkeypox, however, this case does not appear to be related to the previously mentioned clusters. The UK Health Security Agency said that while monkeypox has not previously been listed as a sexually transmitted disease, it may be passed on by direct contact during sex. The America Centre for Disease Control and Prevention said in a statement on Wednesday that monkeypox can be spread through contact with monkeypox sores or items that have been contaminated with fluids or sorer. The WHO has not recommended any restrictions for travel or trade with the United Kingdom, based on the current information and will continue to monitor the situation. ",
https://timesofmalta.com/,Everton's epic comeback beats Palace to secure survivalEverton secured their Pre,Everton secured their Premier League status thanks to a thrilling second half comeback from 2-0 down to beat Crystal Palace 3-2 in front of a cacophonous Goodison Park crowd.Dominic Calvert-Lewin's diving header five minutes from time sparked chaotic scenes as home supporters flooded onto the field in relief at extending the Toffees' 68-year stay in the English top flight.Only victory was good enough for Frank Lampard's men to not be fretting going into the final day of the campaign on Sunday.Continue reading this article on Sports Desk.,
https://timesofmalta.com/,Hamburg close in on Bundesliga return after win in Berlin,"Hamburg have one foot back in the Bundesliga after earning a 1-0 win at Hertha Berlin in Thursday's relegation/promotion play-off, first leg thanks to a speculative strike by midfielder Ludovit Reis.Reis' winner at Berlin's Olympic Stadium gives Hamburg, who were relegated from the top flight in 2018, the edge ahead of Monday's home second leg.“It doesn't matter who scores or how the ball goes in,” Reis told Sky.Continue reading this article on Sports Desk.",
https://timesofmalta.com/,New Man. Utd manager Ten Hag to attend Palace finale - reports,"Manchester United's new manager Erik ten Hag has reportedly arrived in England and is set to attend the ailing giants' final game of the Premier League season, according to several British media outlets.United will wrap up a disappointing campaign away to Crystal Palace on Sunday, in what will be interim boss Ralf Rangnick's last game in charge.Ten Hag will begin work officially as United manager the following day but Britain's PA news agency said the 52-year-old Dutchman had already arrived in the UK and would be on hand to witness his new side play Palace.",
https://timesofmalta.com/,Frank optimistic Eriksen will stay at Brentford,"Thomas Frank is optimistic Denmark star Christian Eriksen will agree to extend his stay at Premier League club Brentford after impressing during his brief spell at the Bees.The former Tottenham and Inter Milan playmaker joined the London club on a short-term deal in January, just seven months after suffering a cardiac arrest at last year's delayed Euro 2020.Eriksen's form means he is unlikely to be short of potential suitors but, after securing Brentford's place in the Premier League for another year, Frank feels hopeful the 30-year-old will remain with his squad.“I would love to say 100 percent, but I am convinced there is a good chance he can wear the Brentford shirt,” he said on Thursday.",
https://timesofmalta.com/,Women to referee at World Cup finals for first time,"For the first time ever there will be women referees at a men's World Cup finals after FIFA revealed the list for the quadrennial showpiece being hosted later this year by Qatar.France's Stephanie Frappart, Salima Mukansanga from Rwanda and Japan's Yoshimi Yamashita are among the 36 match referees.Brazil's Neuza Back, Mexico's Karen Diaz Medina and American Kathryn Nesbitt have been included in the 69 assistant referees.“We are very happy that ... we have been able to call up female match officials for the first time in the history of a FIFA World Cup,” said FIFA Referees Committee chairman Pierluigi Collina. ",
https://timesofmalta.com/,Man injured in Paceville attack,"A man was grievously injured early on Friday when he was attacked in St Julian's.The police said the incident happened in Triq San Ġorġ at around 1.30am.The victim, a 25-year-old French man, was attacked by a person who managed to escape before the police arrived.He was given first aid by a medical team on site and was then taken to Mater Dei Hospital by ambulance.The police are investigating.",
https://timesofmalta.com/,Man cleared of assault because alleged victim may have been the aggressor,"A man charged with assault has been cleared after a court heard that the alleged victim may have actually been the aggressor.Christopher Azzopardi stood charged with having inflicted grievous injuries on Shaunvic Felice in Qormi back on February 28, 2020.He was also charged with making threats and disturbing the peace.The alleged incident happened near the parish church of San Bastjan, in Qormi.During the proceedings, the court heard that an argument started after Felice, who appeared to be under the influence of alcohol, had been kicked out of a shop. The accused claimed that Felice resorted to threats including having a concealed weapon.Felice chose not to testify during the proceedings in order not to incriminate himself.In her judgment, Magistrate Claire Stafrace Zammit, who presided over the case, said the evidence produced indicated that Felice had indeed been under the influence of alcohol.The magistrate also noted that no video footage of the incident had been exhibited, nor had the prosecution presented a medical certificate to prove what injuries Felice had sustained.The magistrate, therefore, acquitted the accused who was represented by lawyers Franco Debono and Francesca Zarb.",
https://timesofmalta.com/,Lassana Cisse's body to finally go back home three years after murder,"The body of Lassana Cisse is to be finally repatriated to Ivory Coast, more than three years since the father-of-two was killed in cold blood.He will be flown out in the coming days, government sources have confirmed.Lassana, 42, was murdered in a drive-by shooting in Ħal Far as he walked home on April 6, 2019. Two soldiers – Francesco Fenech and Lorin Scicluna – have been accused of his murder as well as the attempted murder of another two men and a hit-and-run incident that was exposed by Times of Malta.The murder is believed to have been racially motivated. All four victims were black.Both men have been granted bail, a decision that instilled fear, humiliation and disappointment among black people and the migrant community. Cisse's body was released for burial nine months after his murder, leaving his relatives in Ivory Coast and friends in Malta baffled as to why the corpse was kept at the mortuary for such a long time.By March 2020, the government had committed itself to cover all repatriation costs, including transport to the burial place, permits and mortuary fees. But then COVID struck and ports were closed because of surging virus cases.Last year, Cisse's cousin, Abdoulaye told Times of Malta that a sense of “fatigue” had blanketed the family since the murder.His cousin had been “killed in the street like an animal” and Cisse's mother, for whom the murdered man was an only child, just kept asking when she was going to see his body.Government sources have now confirmed Cisse will be flown to Ivory Coast in the coming days and he will be buried there.Times of Malta is informed that, before this, a memorial will take place in Malta, allowing his friends here to bid farewell.",
https://timesofmalta.com/,"Today's front pages - May 20, 2022","The following are the main stories in Friday's newspapers.Times of Malta says the body of Lassana Cisse is to be finally repatriated to Ivory Coast, more than three years after the father-of-two was killed in cold blood.In another story, the newspaper says a survey held over the past few weeks shows that many people in Malta are travelling less and reducing their spending on entertainment and fashion as the cost of living rises.The Malta Independent speaks to Kharkiv volunteers about the war in Ukraine.In-Nazzjon says deputy Prime Minister Chris Fearne is pleased that prices in Malta have not gone up at the same rate as overseas.L-Orizzont says low-income earners will be most affected by the increase in food and energy prices because of the war in Ukraine.",
https://timesofmalta.com/,What is still at stake in Europe's top leagues,"Four of Europe's top five leagues come to a conclusion this weekend, with plenty still to be decided and the Premier League and Serie A titles still up for grabs.Here, AFP Sport takes a look at what is still at stake:English Premier LeagueTITLE RACE: Manchester City lead Liverpool by a single point heading into Sunday's final round of matches and victory against Steven Gerrard's Aston Villa at the Etihad would give them a fourth title in five seasons.If they were to slip up, quadruple-chasing Liverpool could snatch the spoils with victory at home to Wolves.",
https://timesofmalta.com/,Everton's epic comeback beats Palace to secure survival,Everton secured their Premier League status thanks to a thrilling second half comeback from 2-0 down to beat Crystal Palace 3-2 in front of a cacophonous Goodison Park crowd.Dominic Calvert-Lewin's diving header five minutes from time sparked chaotic scenes as home supporters flooded onto the field in relief at extending the Toffees' 68-year stay in the English top flight.Only victory was good enough for Frank Lampard's men to not be fretting going into the final day of the campaign on Sunday.Continue reading this article on Sports Desk.,
https://timesofmalta.com/,Amnesty demands FIFA pay $440m to Qatar's 'abused migrant workers',"Rights group Amnesty International on Thursday urged football's governing body FIFA pay compensation equal to the total 2022 World Cup prize money for migrant workers “abused” in host nation Qatar.The call, backed by other rights organisations and fan groups, follows allegations that FIFA was slow to safeguard against the exploitation of workers who flooded into the tiny Gulf state to build infrastructure in the years leading up to the tournament that starts November 21.“FIFA should earmark at least $440 million to provide remedy for the hundreds of thousands of migrant workers who have suffered human rights abuses in Qatar during preparations for the 2022 World Cup,” Amnesty said in a statement accompanying a report.",
https://timesofmalta.com/,Nadur midfielder Stefan Cassar named GFA Player of the Year,"The 2021-22 football season on the sister island came to an end with the presentation of the individual awards in various categories. The Gozo Football Association announced the winners during the GFA Awards which was held after an absence of two seasons.Nadur's 24-year-old-midfielder Stefan Cassar (picture) won the GFA Player of the Year for the first time in his career by gaining the highest number of votes from the journalists, coaches and captains of the Gozitan teams.During this season, Cassar had his best performances since he returned to Gozitan football after an experience in the Premier League with Sliema Wanderers. ",
https://timesofmalta.com/,Burn': Man convicted of hate speech following one-word post,"A man who posted the word “burn” beneath a story about a black migrant has been given a suspended sentence for hate speech and fined €2000.56-year old St Paul's Bay resident Mark Vella posted the single-worded comment beneath a Lovin Malta article published in October 2021. The story concerned a migrant living in Malta and attracted a thread of comments by readers. One ran along the lines that: “They'll go up to Mount Carmel and they'll release him a few days later. Then they'll go to court, give him a small fine and back out he goes.”Another reader added, “this is the thanks we get.”That was where Vella joined the discussion and his comment was, “Aħraq (burn).”That single word was enough to trigger investigations by the police, who tracked down the suspect.Vella released a police statement on March 15 and police then charged him with incitement to hatred as well as misuse of electronic communications equipment.After hearing submissions by both parties the court, presided over by magistrate Ian Farrugia, observed that the accused's comment was to be taken in context.The comment had been directed towards a “dark-skinned” foreign national living in Marsa and that context was significant, given the considerable number of such foreigners living in that area.Taken in that context, the accused's single-worded comment, “Aħraq,” allowed no room for doubt, said the court, concluding that such comment amounted to “threatening and abusive speech” that incited hatred.The court made reference to three judgments delivered in separate cases, stating that it had borne in mind the “clear and unequivocal pronouncements” made therein.The most recent was a judgment delivered by the Court of Criminal Appeal against Brandon Bartolo, who was found guilty in 2019 of inciting racial hatred through comments posted on anti-migrant Ghaqda Patrijotti Maltin's Facebook page, targeting social inclusion campaigner Sara Ezabe.In that case, Madam Justice Consuelo Scerri Herrera had quashed the accused's previous acquittal by the Magistrates' Court, declaring that in such cases the prosecution did not need to prove the accused's intention to insult.It sufficed to prove the publication of such comments which, in the mind of the average reader, would lower esteem vis-à-vis the subject targeted by those comments, the appeals court declared.In light of such considerations, Magistrate Farrugia declared that the charges were sufficiently proved, thus condemning the accused to a three-month jail term suspended for two years as well as a fine of €2,000.",
https://timesofmalta.com/,Finger marks found around neck of woman strangled to death in Gozo,"Finger marks and bruises were found around the neck of a woman who was allegedly strangled to death by her partner in an apartment in Gozo, court-appointed experts testified on Friday.Forensic doctor Mario Scerri and two pathologists who conducted autopsies on the corpse of Rita Ellul said the victim had fingerprints around her neck and also severe bruising in various parts of her body.Doctors Ali Salfraz and Olaf Woods confirmed that “her cause of death was asphyxia due to manual pressure applied to the neck”.They were testifying in the compilation of evidence against Lawrence Abina, 30, who is pleading not guilty to murdering Ellul on February 26.Ellul was found dead in her bed in an Għajnsielem apartment. In a previous court sitting, a police inspector had testified that Abina confessed to the crime while under interrogation.Scerri explained that he had at first been summoned after Ellul's lifeless body was discovered in bed.He said he was immediately suspicious because Ellul was only wearing a tracksuit and no socks, with only her legs covered with the quilt and the bed done up. However, he had nothing to back his suspicions as the body had no external visible marks.The corpse was taken to hospital and that was where he saw the bruises and swelling around the eyes which was a clear indication of asphyxia due to pressure on the neck. He said he also confirmed that she had already been dead for around 10 hours.“There were finger marks around the neck and she had a bruise on the right eye caused by a blunt trauma,” Scerri told Magistrate Donatella Frendo Dimech when the case continued on Friday.  The pathologists said that a second autopsy confirmed the findings of the first one: that the victim had died due to asphyxia caused by manual pressure applied to the neck.The case continues.Abina is represented by lawyer Joseph Grech. The prosecution is led by Attorney General lawyers Anthony Vella and Nathanial Falzon and police inspectors Kurt Zahra, Josef Gauci and Wayne Camilleri.Lawyers Franco Debono, Marion Camilleri and Francesca Zarb are appearing on behalf of the victim's family.",
https://timesofmalta.com/,Disability discrimination claims up 30% in one year,"The Commission for the Rights of Persons with Disability (CRPD) investigated 628 cases of alleged discrimination in 2021 - up by 30 per cent over the previous year.Of these, 263 flagged lack of accessibility, while a further 206 were cases of alleged misuse or abuse of the blue badge. The blue badge is a legal document used by those with a disability to park vehicles in reserved spots.A total of 45 reports were related to the education sector while 34 of the complaints were about housing and the provision of goods, services and facilities. Another 33 complaints were related to employment and eight flagged health services issues. By the end of the year, 21,392 people with a disability were registered with the CRPD.CRPD commissioner Samantha Pace Gasan said at the launch of the report, that throughout 2021, her first year on the job, she had met with all NGOs and many service providers to understand what issues needed to be addressed.""This led to the CRPD to have its first-ever strategy with clear priorities, in order to strengthen the voice of people with disability in Malta and Gozo, while making sure that Maltese society continues shifting towards further inclusion of people with disability,"" Pace Gasan said.Addressing the same launch, Inclusion Minister Julia Farrugia Portelli said every citizen had a duty to understand the role of the CRPD.""Everyone is an important stakeholder. Education from a young age is a crucial tool,"" she said.",
https://timesofmalta.com/,"Xewkija man remanded in custody over drugs, guns and cash haul","Updated 4.50pmShawn Thewma, 43, from Xewkija, pleaded not guilty to possession of cocaine and cannabis in circumstances denoting they were not for his personal use, simple possession of the drugs and possession of unlicensed weapons and ammunition. Magistrate Bridgette Sultana ordered the freezing of all his assets.The man was arrested on Thursday in a drug operation during which cocaine, cannabis, cash, rifles and ammunition were seized.The police said in a statement that they had acted after receiving information about potential drug trafficking during carnival activities in Gozo.They immediately set up an operation to surveil a farmhouse in the Nadur area. At around 10am on Thursday, they entered the farmhouse and arrested a man who was armed with a pistol.During a search, members of the Drug Squad assisted by the Dogs Section found several sachets of what they suspect is cocaine and also cannabis. They also found €53,000 in cash, two rifles and ammunition.None of the weapons are licensed.An inquiry is being held.On Friday, his parents Alfred and Rita told court they were ready to act as their son's guarantors, even risking going to jail if he breached any of his bail conditions.However, police inspector Alfredo Mangion objected to the bail request, explaining that the police had arrested another civilian who is assisting in the investigation and will be brought to testify in the case.The court denied the request and Thewma was remanded in custody. Lawyers Stefano Filletti and Joe Reno Vella were defence counsels.",
