link,title,date,body,location,entities
https://www.maltatoday.com.mt/news/national/116629/malta_seeks_compromise_on_sanctions_that_ban_euflagged_vessels_from_transporting_russian_oil,Malta seeks compromise on sanctions that ban EU-flagged vessels from transporting Russian oil,05/05/2022 16:44,Malta hopes to reach a middle ground for meeting its sanctions obligations regarding EU proposals to ban the transportation of Russian oil on EU-flagged or controlled ships Infrastructure Minister Aaron Farrugia said Malta had its own interests to protect and wanted to reach a compromise when it came to meeting its sanctions obligations He was speaking to the Times of Malta after a press conference in Lija on Thursday afternoon “ When we have all the information in hand the government will make a decision as it always has ” Farrugia said Earlier in the week the European Commission reaffirmed its commitment to trying to wean the EU off its dependency on Russian energy in light of the invasion of Ukraine Farrugia said that Malta ’ s shipping industry was of “ strategic importance ” and that its flag was different from other countries The ban on oil transportation could substantially impact the shipping industry “ We have to protect what we have and that ’ s why we are looking to find a compromise during these technical meetings ” Farrugia said Politico has also reported that Greece and Cyprus have raised similar concerns about the proposal,['Lija'],"[(405, 409, 'LOC')]"
https://www.maltatoday.com.mt/news/national/116624/watch_auxiliary_bishop_when_youre_trying_to_save_a_life_youre_not_destroying_another,"[WATCH] Auxiliary Bishop: 'When you're trying to save a life, you're not destroying another'",05/05/2022 15:25,Trying to save a mother ’ s life during pregnancy even if it results in the unintentional death of the baby does not constitute “ destroying another life ” Auxiliary Bishop Joseph Galea-Curmi has said He was referring to the principle of 'double effect ' adopted by medical professionals when responding to a question from MaltaToday as to whether abortion was acceptable in cases where the woman ’ s life is in danger The double effect doctrine states that a harmful effect of treatment even if it results in death is permissible if it is not intended and occurs as a side effect of a beneficial action Galea-Curmi spoke to MaltaToday after touring Dar Tgħanniqa ta ' Omm a maternity home for vulnerable women in Mosta run by the Life Network Foundation The foundation opposes abortion and insists life should be protected from conception When you try and save someone such as a mother ’ s life you ’ re not trying to destroy someone else ’ s You ’ re trying to save it you should always try and save lives Galea-Curmi said We believe we should do our best to save lives So it ’ s not a question of choosing - destroying this life or that but always working to save lives He said the church was not anti-abortion but pro-life and always tries to promote what is positive not what is against something or someone The problem is that they pro-choice activists think they have the right to choose which life to protect we the church believe that we should always do our best to try and save lives Galea-Curmi said Abortion is illegal in Malta even if the pregnancy threatens the woman 's life or wellbeing This state of affairs makes Malta a jurisdiction with the strictest anti-abortion laws in the world that can lead to imprisonment of the woman and her doctor However this has not stopped hundreds of Maltese women every year who seek abortions in the UK or neighbouring Italy,['Mosta'],"[(714, 719, 'LOC')]"
https://www.maltatoday.com.mt/news/national/116176/maltese_judged_household_financial_situation_job_and_economy_good_just_before_heading_to_the_polls,"Maltese had good judgement of their job, household finances and economy before election",08/04/2022 10:56,Just before Robert Abela called the election at the end of February the Maltese were overwhelmingly judging their household financial situation and job status as good The results come from the latest Eurobarometer survey released today for which the fieldwork was carried out between 18 January and 8 February The findings shed some light on what people were thinking in the run-up to a general election on 26 March which the Labour Party won by a landslide The Eurobarometer survey found that 82 of Maltese judged the financial situation of their household as good which was 10 points higher than the EU27 average Asked about their personal job situation 70 judged this to be good as opposed to 15 who said bad The positive mood in Malta was 10 points higher than the EU average A similar positive sentiment was expressed on the current economic situation in Malta with 60 saying it was good and 37 saying it was bad The results for Malta bucked the European trend where an average of 39 across the 27 member states judged the economy in their respective country to be performing well while 59 said it was doing badly When asked about their expectations for the next 12 months 24 were expecting the employment situation in Malta to be better while 45 expected no change Just over a quarter expected the situation to get worse Similarly 29 expected the economic situation to get better but 31 expected it to worsen A third believed the situation will remain the same Asked about their personal job prospects for the next 12 months 23 of respondents believed they would be better 55 expected no change while only 5 expected their personal job situation to worsen Looking at the figures in retrospect it is clear that people were judging their current situation to be good and while expressing some concern over the next 12 months they felt the need to maintain continuity in government when the election came And it would seem the Labour Party was also in tune with people ’ s major concerns which it addressed as a government and in its electoral manifesto The two most important issues for Maltese highlighted in the Eurobarometer were rising prices and the environment Rising prices were identified as a concern by 54 significantly higher than the EU average of 41 This was followed by the environment and climate change identified by 30 which is double the EU average The government ’ s decision to mitigate inflation by pumping out €70 million in cheques to workers pensioners and students was a clear response to the concern people were experiencing Furthermore the electoral pledge to invest €700 million in massive urban greening projects and the decision to stop the controversial Marsaskala yacht marina would seem a response to the concern on the environment However the Eurobarometer also asked how much trust respondents had in the Maltese government and the results would appear to contrast with the election outcome The findings showed that at the start of the year 47 said they tend to trust the government while 49 said they tend not to trust However the figures for Malta were significantly different from the EU average where trust in government stood at 35 and a whopping 60 said they do not trust their government This particular result could explain the higher rate of abstention in the election where almost 60000 voters either stayed at home or spoiled their ballot in a show of distrust towards the political class,['Marsaskala'],"[(2689, 2699, 'LOC')]"
https://www.maltatoday.com.mt/news/national/116154/murder_victim_lassana_cisse_remembered_three_years_after_racist_killing,"[WATCH] Lassana Cisse murder a ‘terrorist attack’, activists say three years after racist killing",06/04/2022 17:57,On the third anniversary since his death activists have demanded justice be done with Lassana Cisse and his family “ Such acts of violence have to be remembered not forgotten or silenced ” Moviment Graffitti activist Christine Cassar said on Wednesday “ This was a terrorist attack meant to instil terror in our own community ” Lassana Cisse Souleymane a 42-year-old migrant worker from the Ivory Coast was remembered on Wednesday three years after he was murdered in a racially-motivated drive-by shooting Cisse was killed on 6 April 2019 when he was shot at point blank in Ħal Far by two men who passed by him in a car A month later two soldiers Francesco Fenech and Lorin Scicluna were charged with Cisse ’ s murder and the attempted murder of two others who were with him at the time of the shooting The soldiers were also charged with carrying out a separate hit and run attack the previous February Fenech and Scicluna pleaded not guilty and their case is ongoing but in court police said the murder was racially-motivated On Wednesday several NGOs gathered in front of the law courts in Valletta to commemorate Cisse and demand justice They also called for action to be taken to end racism Earlier former MP Rosianne Cutajar said on Facebook that Lassana 's murder was an important reminder of the potentially fatal consequences of racism “ It is of the utmost importance that we recognise Lassana ’ s brutal murder as the climax of the systemic and institutionalised racism which affects our society at every level including the courts the military health care services employment housing and education We are also concerned at reports of racial profiling conducted by the police ” Cassar said She also insisted that for “ far too many years ” political discourse has fanned the flames of racial prejudice while others have condoned discrimination by their silence “ It is important for the Government to stress that racism and prejudice will not be tolerated Only then will we start seeing real change in the public and private sectors ” she said Ousman Dicko a family friend of Lassana Cisse also addressed the event He expressed his and others ’ anger at the lack of justice that has been served “ We are doing our best We send emails to everyone Yet we don ’ t have an answer or authorization from the authorities ” He said authorities should step up efforts to deliver Lassana Cisse ’ s body to his family “ His mother told us that she fears she will never see her son before she dies That is unfair ” Addressing the crowd criminology student Claria Cutajar said silence in itself is a message “ To stand idle and do nothing is to excuse what has happened ” “ When you remain indifferent you are siding with the oppressor ” she said,['Valletta'],"[(1094, 1102, 'LOC')]"
https://www.maltatoday.com.mt/news/election-2022/116090/did_gender_quotas_election_punish_women_candidates,Did gender quotas election punish women candidates?,06/04/2022 07:49,Just four women were elected during the 2022 general election – a disappointing result considering the push for more female representation in parliament had been a major talking point over the last five years While parliament will end up with at least 20 women due to the casual elections and the implementation of the gender corrective mechanism which take place next week questions have surfaced as to why the result was in fact worse than 2017 which had seen eight women MPs elected Analysing the 2022 results University of Malta pro-rector Prof Carmen Sammut – who was part of the team that drafted the gender quotas law – said that she had expected the results as a number of established women on both sides did not run Notably prominent faces from both the Labour and PN did not run in the 2022 general elections such as Helena Dalli Therese Comodini Cachia Kristy Debono Marthese Portelli Marlene Farrugia and Justyne Caruana all of which were elected on their own steam back in 2017 Prof Sammut said this could have been a contributing factor to the poor showing of women candidates as many of these established figures who the electorate had voted for were not on the ballot “ However not all is lost as casual elections should see more women elected to parliament as well as the gender corrective mechanism “ After looking at the women who have already been elected we begin to look at the percentage of quota they have earned in each district and make a list Those with the highest percentage of the quota will be eligible to take a seat in parliament “ The mere fact that there will be enough women to participate in parliamentary committees is already great progress for me Before you would have situations such as the parliamentary health committee where they would be discussing issues such as IVF the morning after and other things and there would be not a single woman at the table ” she explained Recently-elected minister Miriam Dalli said that while at first glance it would appear very few women made it through straight away the casual elections must take place before a comparison with the 2017 elections can truly be made “ A deeper analysis shows that the women who contested on the PL ticket obtained almost 20000 first-count votes which compares very well with the 14000 first preferences obtained by women PL candidates in 2017 ” Dalli said Dalli said this showed that the number of PL voters whose first preference was a female candidate had actually gone up by 43 “ This despite the fact that 12 out of our 16 female candidates contested the general elections for the very first time ” Dalli who will now be heading the energy and environment portfolio and a €700 million urban parks project said that although only four female candidates made it past the post – Dalli incumbent Julia Farrugia Portelli and Bormla mayor Alison Zerafa Civelli from Labour and Graziella Galea from the PN – it was worth noting that three other female candidates achieved very solid results with first count preferences exceeding 1000 votes “ We knew from day one that things were not going to change overnight As we wait for the casual elections the culture change that we have been pushing for to see more women in leadership positions has started to bear fruit as more voters are choosing to vote for women ” Dalli said the gender mechanism was one of the tools that will help strengthen representation in the highest institution of our country by giving visibility to capable women who will have the opportunity to work and deliver However not everyone shares the minister ’ s optimism that the gender corrective mechanism is the way forward PN candidate and former deputy Speaker Claudette Buttigieg who failed to be re-elected this time around said the gender mechanism could be one of the reasons why more women weren ’ t elected Buttigieg who will herself avail of the gender mechanism to get into parliament this time around said that while she voted in favour of the mechanism she had warned that this scenario was likely to hapen if the right precautions weren ’ t put into place “ One problem we may face with this mechanism is that people will think that they do not need to vote for women as they will be elected with this mechanism Our aim should be that we do not make use of this mechanism despite it being there and that is when we can say that we have made it The mechanism is there in the chance we fail ” Buttigieg had said during a speech in parliament in January 2021 “ I don ’ t want to stand here and say I told you so ” she now told MaltaToday “ But what I feared would happen has come to fruition We needed a national campaign to tell people to vote for women and explain the mechanism properly ” Buttigieg also highlighted that there were not enough women contesting on either side – the PN had 17 women candidates while Labour had 16 “ What would have been more effective was to put into place laws to force parties to have a certain number of female candidates ” Buttigieg said Buttigieg argued that from what she saw from the PN ’ s numbers voters were giving women candidates the last choice which she attributed to the fact that the gender mechanism was not explained well “ A silver lining that the PN should elect more women could make it through the casual elections Janice Chetcuti Rebekah Cilia and even Graziella Attard Previ are up for a chance ” she said However Buttigieg said that doesn ’ t change the fact that because of the poor showing of women candidates Malta ’ s cabinet is once again lacking representation Out of Prime Minister Robert Abela ’ s 18-person cabinet of ministers only two are women Miriam Dalli and Julia Farrugia Portelli Newly-elected MP Alison Zerafa Civelli was also made a parliamentary secretary At the same time the PM has also said that after the gender mechanism two more women will be appointed to the executive Buttigieg also said that more needed to be done to help women get into politics such as making parliament full time “ I wouldn ’ t make it obligatory as I understand that is not the ideal situation for everyone however it would help more women be able to enter politics as it being part-time is a much bigger hindrance for women than it is for men ” she said Women ’ s Rights Foundation director Lara Dimitrijevic also one of the co-writers of the gender quotas law said that she believed that not enough was done by political parties to entice and attract women “ During the snapshot campaign women were little to be seen The mode of campaigning has today become very costly While a vegetable truck and a corner meeting worked well in the past today there is heavy competition to organise expensive and costly events ” she said Dimitrijevic said that women continued to be disadvantaged in this aspect which further showed that effort and support has to come from the political parties Another issue Dimitrijevic pointed out was the hate that women in politics continue to receive “ It is no easy feat to constantly be exposed to criticism and even worse hate and degrading comments ” she said “ This is the first election we have had with the mechanism which will certainly make more women visible in parliament However this can not stop here unless all family-friendly measures are introduced If done correctly and properly then one can truly comment on whether such mechanism has succeeded ” Dimitrijevic said Dimitrijevic said that more needed to be done to address gender disparity in politics “ apart from the introduction of family-friendly measures a parties commitment to attract and support women there also needs to be awareness-raising on the importance of having women in politics ”,['Attard'],"[(5362, 5368, 'LOC')]"
https://www.maltatoday.com.mt/news/national/116122/end_of_the_road_for_infrastructure_malta_boss_fredrick_azzopardi,End of the road for Infrastructure Malta boss Fredrick Azzopardi,05/04/2022 12:47,Fredrick Azzopardi will be leaving the public roads agency Infrastructure Malta sometime next month after captaining the transformation of Malta ’ s road network over the past four years Azzopardi confirmed with MaltaToday that he is working his notice period “ I had indicated my intention to leave last December but the government asked me to stay on until the election ” He said that it was time for him to move on after leading Infrastructure Malta since its inception in 2018 “ Just like I had done when I was CEO at Enemalta I oversaw the period of transformation and then moved on I felt it was time for me to move on ” Azzopardi said Azzopardi an engineer by profession denied rumours that his future will be with construction magnate Joseph Portelli or any other construction company “ I have a job lined up and it is not in the construction industry ” he said Infrastructure Malta was set up in 2018 to fulfil an electoral pledge to overhaul Malta ’ s road network with a €700 million budget spread over seven years Road projects ranged from residential roads to major arteries Some of the more significant projects included the Marsa multi-level junction the Santa Lucija underpass and the Central Link However the agency repeatedly came under fire from environmental activists and residents over projects that took up agricultural land and led to trees being uprooted Azzopardi was often singled out for his brash attitude when dealing with residents and activists opposed to IM ’ s plans The agency has defended itself by insisting that the overhaul of the road network was necessary to make roads safer and reduce congestion It also planted thousands of trees and shrubs alongside new roads to make up for trees lost but Azzopardi remained a controversial figure receiving praise and criticism in equal measure He was applauded by many for his can-do attitude but reviled by activists for his arrogant ways,['Marsa'],"[(1139, 1144, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115847/watch_robert_abela_says_tax_was_paid_on_rental_income_from_russian_passport_applicants,[WATCH] Robert Abela says tax was paid on rental income from Russian passport applicants,22/03/2022 12:24,Robert Abela said he declared his rental income from two Russian passport applicants to which he lent his Żejtun ODZ villa address despite not featuring in his parliamentary tax statement This story claiming that I did n't declare the rent is a lie spread by the Nationalist Party the last week of the election campaign I declared the rent and I paid tax on it he said Tax statements spanning Abela 's time as a government MP make no reference to any rental income earned from his Żejtun property However Abela is not legally required to declare such rental income in the statement if the contract was originally declared with the tax authorities and if he paid a 15 tax on all the income made Abela confirmed last week that he rented out his Żejtun villa to a prospective passport buyer from Russia He stated that the rental agreement was signed before he became Prime Minister but could not specify when the contract was terminated Abela ’ s firm was previously an accredited agent for the Individual Investor Programme Malta ’ s scheme for the sale of passports to the global elite Nationalist Party leader Bernard Grech challenged Abela to publish the architect 's valuation of the property suggesting that the contract price reflected the legal shortcomings of the villa and not the regularised alterations Indeed the villa was riddled with legal irregularities before the Abela family bought the estate in 2017 The illegal extensions had doubled the size of the farmhouse to 352sqm when such ODZ outside development zone buildings could only be extended up to a maximum 200sqm floor area Abela was at the time the chief lawyer to the Planning Authority when in April 2017 the PA ’ s planning commission approved owner Joseph Camilleri ’ s request to ‘ regularise ’ illegal alterations and additions to the dwelling However Abela acquired the villa just three months after it was regularised by the Planning Authority and freed from restrictions for its sale READ ALSO Abela rakes in thousands but makes no mention of Russian rent in tax statement,"['Żejtun', 'Żejtun', 'Żejtun']","[(106, 112, 'LOC'), (481, 487, 'LOC'), (743, 749, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115829/abela_rakes_in_thousands_but_makes_no_mention_of_russian_rent_in_tax_statement_,Abela rakes in thousands but makes no mention of Russian rent in tax statement,21/03/2022 17:31,Prime Minister Robert Abela ’ s tax statement makes no mention of rent earned by lending his Żejtun ODZ villa address to two Russian passport applicants Tax statements obtained by MaltaToday show Robert Abela earning hundreds of thousands from his legal profession between 2017 and 2019 apart from his yearly salary working as an MP However Abela makes no reference to any rental income earned from his Żejtun property Abela ’ s firm was previously an accredited agent for the Individual Investor Programme Malta ’ s scheme for the sale of passports to the global elite Robert Abela confirmed last week that he rented out his Żejtun villa to a prospective passport buyer from Russia He stated that the rental agreement was signed before he became Prime Minister but could not specify when the contract was terminated Abela is not legally required to declare such rental income if the contract was originally declared with the tax authorities and if he paid a 15 tax on all the income made His last tax statement as an MP showed that he earned €352672 through his legal profession while claiming €125418 His net profit for 2020 was €227254 while his MP honoraria saw him earn €25031 Parliamentary declarations tabled in April 2020 showed that Abela held €531000 in his BOV accounts In his 2018 declaration Abela reported earning income from his Casma Ltd chairmanship Casma is a government company responsible for managing property on behalf of government Abela was granted the chairmanship by former prime minister Joseph Muscat MaltaToday had revealed that Robert Abela acquired his Żejtun villa only three months after it was regularised by the Planning Authority and freed from restrictions for its sale Abela was the PA ’ s chief lawyer at the time raising questions as to whether Abela could have used his position to secure the sanctions The villa has been mired in controversy since then Apart from questions on his position property experts were quick to point out that Abela secured the villa for a bargain price The 2200sqm estate was bought by Abela for €600000 with the contract certifying the sale signed on 10 July 2017 An exercise conducted by MaltaToday last year showed Robert Abela to be among the top earners in parliament with net assets worth €331337 He owns two other properties apart from his Żejtun villa including a property in Xewkija and an apartment in Marsaskala Abela also holds ordinary shares in HSBC Bank Malta unsecured bonds in Hili Properties and Malta Government Stock His wealth is spread across five bank accounts with the bulk held in two BOV accounts It was further revealed this year that Robert Abela ’ s law firm benefitted from a €17000 per month retainer contract from the Planning Authority apart from thousands of euro received through direct orders His firm earned €123000 in direct orders from the PA the €17000 per month and legal consultancies from ARMS Air Malta and the Environment Ministry READ ALSO Abela Dynasty PA contract gifted by Nationalists and Labour alike,"['Żejtun', 'Żejtun', 'Żejtun', 'Żejtun', 'Żejtun', 'Xewkija', 'Marsaskala']","[(93, 99, 'LOC'), (403, 409, 'LOC'), (626, 632, 'LOC'), (1584, 1590, 'LOC'), (2316, 2322, 'LOC'), (2353, 2360, 'LOC'), (2381, 2391, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115759/crossparty_opposition_for_infrastructure_malta_mrieel_flyover_plans,Cross-party opposition for Infrastructure Malta Mrieħel flyover plans,19/03/2022 15:13,Candidates from the Labour party the Nationalist party and ADPD have endorsed Qormi local council plans to protect the agricultural land in Mrieħel Qormi residents asked all electoral candidates in the district whether they supported the local council plans to save land in the area opposing Infrastracture Malta 's plans for a flyover at the Qormi-Mrieħel bypass This area is currently under threat by Infrastructure Malta plans to widen the road by taking up agricultural land that is equivalent to the size of three football pitches Infrastructure Malta ’ s plans would destroy a huge water reservoir uproot trees which are hundreds of years old and destroy farming land that has belonged to the same families for generations the residents said They said Infrastructure Malta had initiated the plans quietly saying farmers only learnt of the plans after receiving a notification to “ upgrade the area ” After meeting with Infrastructure Malta the Qormi local council had unanimously approved a resolution urging Infrastructure Malta to drop its plans These plans would not take up any agricultural land and would safeguard one of the last green lungs in the area In fact the council proposed a four-lane underpass which would omit the possibility of any land expropriation A fifth lane would exist for accidents and emergencies Infrastructure Malta head Frederick Azzopardi has recently said Infrastructure Malta was still analysing the local council 's plans Labour candidate Sean Apap Meli expressed his support to the council ’ s motion Nationalist party candidates Ryan Callus Jerome Caruana Cilia Alessia Psaila Zammit and Frederick Aquilina all expressed their opposition to Infrastructure Malta ’ s plans ADPD candidate Sandra Gauci also said she supports saving the agricultural land in the area Qormi residents said they were disappointed by the lack of response from several Labour party candidates including Ministers and Members of Parliament They said Labour party stalwarts such as President Emeritus Marie Louise Coleiro Preca and MEP Alfred Sant have also opposed the project which would deprive Qormi residents and the general public of one of the last green lungs in the area and would affect many farmers ' livelihoods The candidates that supported the Local Council proposal were Sean Apap Meli PL Ryan Callus PN Jerome Caruana Cilia PN Alessia Psaila Zammit PN Frederick Aquilina PN and Sandra Gauci ADPD,"['Qormi', 'Qormi', 'Qormi', 'Qormi', 'Qormi']","[(78, 83, 'LOC'), (148, 153, 'LOC'), (343, 348, 'LOC'), (950, 955, 'LOC'), (1807, 1812, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115756/historic_xarolla_windmill_in_urrieq_falls_victim_to_galeforce_winds,Historic Xarolla windmill in Żurrieq falls victim to gale-force winds,19/03/2022 10:43,The 300-year-old Xarolla windmill in Żurrieq has suffered extensive damages having its vanes have been completely destroyed by the gale-force winds on Saturday Constructed in 1724 by the Knights of St John the Xarolla windmill remains the sole functioning and one of the best preserved windmills in Malta It today serves as an agri-tourism attraction and is also utilised as an art studio The area also boasts a chapel and catacombs dating back to the third century It was restored to its original working order in 1998 and it still contains parts of its original mechanisms and can still grain wheat On Saturday strong winds blowing from an East-Southeast direction are expected to reach Force 7 to 8 Prime Minister Robert Abela and Opposition leader Bernard Grech both contesting Żurrieq 's fifth district pledged that in government they would be offering assistance to the local council to conduct the needed repairs,"['Żurrieq', 'Żurrieq']","[(37, 44, 'LOC'), (782, 789, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115623/pandemic_deals_blow_to_golden_passport_applications,Pandemic deals blow to golden passport applications,19/03/2022 08:54,The regulator for Malta ’ s citizenship-by-investment programme formerly the Individual Investor Programme IIP said applications for the golden passport had been on a downward trend before the pandemic “ The months-long closure of Malta ’ s International Airport and Seaport for passenger traffic as well as other airports and seaports world-wide likewise affecting passenger traffic practically brought the finalisation of applications to a standstill and the granting of citizenship to many of the successful applicants postponed sine die ” the ORGCES Office of the Regulator for the Grant of Citizenship for Exceptional Services said In the report covering July 2019 to December 2020 the regulator complained about the heavy criticism towards the IIP by national and international institutions who “ to date failed to get in touch with my office to witness how we meticulously scrutinise to the minutest detail the work performed by the Malta Individual Investor Programme Agency ” 340 applications were processed by the regulator a watchdog that scrutinises the operations of the Community Malta agency which had a 60 success rate 101 applications were refused while 32 were withdrawn either due to a request by the applicant or due to inactivity For 2020 alone the former IIP agency received 317 applications September saw the highest number of applications passing through the agency with 56 individual applications December was the slowest month with only 11 submitted application Since 2015 the agency has received 2222 applications The highest number of applications received in a year was 484 in 2015 The lowest number recorded was in 2018 with 286 applications Applicants are predominantly male with 75 of the applications representing a male main applicant Only 25 had female main applicants Over half of applicants come from Europe and Asia In 2020 European applicants made up 36 of all applications while Asian applicants comprised 37 of the pool Applications from the Middle East and Gulf region have fallen drastically over the years In 2015 applicants from this region comprised 20 of the total requests By 2020 they make up only 6 of applicants – the fourth lowest before South America 2 Oceania 05 and the Caribbean 0 For 927 of applicants their Maltese passport would have been their second source of citizenship after that of their birth country Meanwhile 7 of applicants already had two previous citizenships when applying while 03 had three previous citizenships In 2020 the majority of rejected or withdrawn applications came from Asia with 40 total applications This was followed by 33 rejected applications from Europe The rest of the applications hailed from Africa 9 North America 8 Middle East and Gulf 11 and one each from South America and the Caribbean There are 62 different agents that process applications presented to the agency but over half of the applications were submitted by only four agents The remaining 48 were distributed among 58 agents of which 27 only submitted one application during the 18-month covering period One of the main obligations of IIP applicants is to purchase or lease a property in Malta The property must have a minimum value of €350000 or if leased must have a minimum annual rent of €16000 94 of applicants chose to rent property – often-times in Sliema or St Julian ’ s On average the annual rent paid by applicants was €18591 Another obligation by applicants is to contribute to the National Development and Social Fund among a raft of other donations and investments For July 2019 and December 2020 applicants contributed €86 million to the NDSF and €107 million to the Consolidated Fund Another €10 million were distributed to Community Malta and almost €9 million was handed to the programme ’ s concessionaire Henley Partners Most applicants held back on their civil society donations but some proved to be very generous The University of Malta ’ s maths department received €108000 across just two donations Dar tal-Providenza received €159800 across 32 donations The Puttinu Cares children ’ s care charity received the most donations raking in €13 million from 210 donations The Malta Community Chest Fund received €11 million across 158 donations Scandal investigations In 2019 the law firm Chetcuti Cauchi Advocates was secretly recorded by a French TV news programme allegedly boasting of his friendly relations with the prime minister and parliamentary secretary for citizenship in a pitch to sell Maltese passports to potential African clients The footage had been heavily edited as was revealed after the company obtained the raw footage in a French privacy watchdog request The regulator investigated the allegations through a series of vetting sessions saying no red flags were uncovered to support the story “ No records were found of applicants having a criminal record or of applications being presented for the minister ’ s consideration more than once There was no indication of collusion between the agent and the responsible minister or with the agency for that matter nor was there any indication that the agent had ever received preferential treatment ” The regulator simply put forward recommendations to government to improve the citizenship process In July 2020 Opposition MP Karol Aquilina alleged that 58 applicants were granted citizenship without providing their birth certificate The regulator investigated and found that birth certificates may not be available in around 16 of countries in which case the agency would request other official documentation,['Sliema'],"[(3315, 3321, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115744/watch_robert_abela_denies_accusations_he_influenced_sanctioning_of_ejtun_villa,[WATCH] Robert Abela denies accusations he influenced sanctioning of Żejtun villa,18/03/2022 16:09,Prime Minister Robert Abela insisted the contract on his Żejtun villa reflected the real value of the property snubbing claims he influenced sanctioning of its illegalities MaltaToday revealed how Abela acquired his Żejtun villa a 2200 square metre estate named ‘ Ċinja ’ just three months after it was regularised by the Planning Authority and freed from restrictions for its sale Abela and his wife bought the villa in July 2017 from an elderly couple days after the PA sanctioned multiple illegalities on the site The Abelas bought the sprawling property at a bargain price of €600000 On Thursday Opposition leader Bernard Grech accused Abela of using his previous position as lawyer of the Planning Authority to influence the regularisation process of a villa he was buying Grech said Abela had entered into a promise of sale agreement to lock the price of the villa and then “ used his position as lawyer of the PA to fix the serious irregularities for his benefit ” I categorically deny the Opposition leader 's allegations that I was somewhat involved in the permit grant of the property Abela said on Friday At the time Abela had just been elected an MP and his family firm had long enjoyed a lucrative contract to offer legal services to the Planning Authority,"['Żejtun', 'Żejtun']","[(57, 63, 'LOC'), (216, 222, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115741/maltas_population_surpasses_half_a_million_mark,Malta’s population surpasses half a million mark,18/03/2022 14:36,Malta ’ s population hit a record 516000 according to preliminary figures from the 2021 Census released by the National Statistics Office on Friday The Census held last November recorded an increase of 99000 people living in Malta since the last Census of 2011 The increase in the country ’ s population comes in the wake of an influx of EU and third country nationals This means that compared to a hundred years ago the Maltese population has increased by 304000 people The Maltese population had increased by just 72000 in the 25 years between 1985 and 2011 which pales in comparison to the epochal demographic explosion of the past decade This means that while the population increased by just 21 in the 25 years between 1985 and 2011 it has increased by a staggering 24 in the past 10 years The number of dwellings has also increased by a remarkable 37 from 152980 recorded in 2011 to 210000 in 2021 Despite this sharp increase Malta ’ s population remains 116000 lower than Luxembourg ’ s and less than half that of Cyprus Malta remains the smallest EU country The status report on the Census shows that the response rate among private dwellings stood at 834 ranging from over 94 in localities like Tarxien Iklin and Żurrieq to less than 65 in Żebbug St Julians and Sliema According to the report participation was highest among dwellings which were predominantly composed of Maltese nationals A more accurate count of the total population and dwelling counts will be provided in the preliminary report that will present a socio-demographic profile of the total resident population This is expected to be published in the second quarter of the year Upon termination of the follow-up exercise in July 2022 indicators about the final population will be released in a series of thematic publications starting from the last quarter of 2022,"['Tarxien', 'Iklin', 'Sliema']","[(1204, 1211, 'LOC'), (1212, 1217, 'LOC'), (1273, 1279, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115737/fatf_task_force_in_malta_next_month_to_assess_progress_on_greylisting_action_plan,FATF task force in Malta next month to assess progress on greylisting action plan,18/03/2022 13:39,Prime Minister Robert Abela has announced that the Financial Action Task Force FATF site visit to confirm Malta 's progress to get off the greylist will occur next month Abela was speaking during an event at the MCAST institute in Paola on Friday afternoon “ The fact that we had a short action plan and we managed to satisfy the criteria is satisfying I will not repeat the mistakes of others and say I will get us out of greylisting in three months I will continue to exert caution and will deliver ” he said Earier this month the FATF said Malta had substantially completed its action plan warranting an on-site visit to verify that reforms have begun On 23 June 2021 Malta became the first European Union member state to be greylisted after the island failed to garner the necessary support from FATF members despite having passed from the Council of Europe 's Moneyval test The FATF identified shortcomings in Malta 's efforts to combat money laundering and other financial crime Abela said Malta had to convince the FATF on a plan to implement 85 reforms “ We instantly initiated the process to implement the reforms In April they will visit Malta and during the next plenary we hope to receive the result we are all waiting for ” he said The FATF plenary meets three times a year - in February June and October READ MORE FATF to conduct on-site visit by June Robert Abela appeals for caution,['Paola'],"[(231, 236, 'LOC')]"
https://www.maltatoday.com.mt/news/national/115736/sixyearold_ukrainian_girl_begins_cancer_treatment_at_oncology_centre,Six-year-old Ukrainian girl begins cancer treatment at oncology centre,18/03/2022 13:08,A six-year-old girl from Ukraine has started receiving treatment for cancer at Sir Anthony Mamo Oncology Centre after arriving in Malta on Thursday Health Minister Chris Fearne said Fearne was speaking during a press conference on Friday inaugurating a new healthcare centre in Tarxien He said the girl was being cared for in line with the country ’ s humanitarian effort to help people affected by the Russian invasion of Ukraine The girl is the first patient to arrive in Malta from Ukraine to undergo treatment Prime Minister Robert Abela had announced her arrival earlier in the week The health minister said the girl was from Kyiv and could not receive treatment in her own country because of the ongoing war So far Malta has taken in at least 26 Ukrainian refugees,['Tarxien'],"[(278, 285, 'LOC')]"
